id,title,search_all,grouping,activity_type_id,description,session_type,grouping_id,activity_type,start_date
4322,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4323,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4324,The Clinical Applications of MEG in Neurology,"The Clinical Applications of MEG in Neurology Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4325,"A Potpourri of Cataract Complications, Challenges and Controversies","A Potpourri of Cataract Complications, Challenges and Controversies Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4326,Indications for Orbital Exploration in Zygoma and Midface Fractures,"Indications for Orbital Exploration in Zygoma and Midface Fractures Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4327,Sex Differences in Stress Responses,"Sex Differences in Stress Responses Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4328,Pancreatic Cancer:  Update 2005,"Pancreatic Cancer:  Update 2005 Regularly Scheduled Series RSS Live   05/04/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-04T04:00:00Z
4329,Chromatin Dynamics and Chromosome-Scale Analysis of Steroid Receptor Action,"Chromatin Dynamics and Chromosome-Scale Analysis of Steroid Receptor Action Regularly Scheduled Series RSS Live   05/06/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-06T04:00:00Z
4330,Posttransplant Lymphoproliferative Disorders,"Posttransplant Lymphoproliferative Disorders Regularly Scheduled Series RSS Live   05/06/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-06T04:00:00Z
4331,Neoplasm and Pregnancy,"Neoplasm and Pregnancy Regularly Scheduled Series RSS Live   05/06/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-06T04:00:00Z
4332,"Persistent Vegetative State:  Misdiagnosis, Prognosis and Treatment Options","Persistent Vegetative State:  Misdiagnosis, Prognosis and Treatment Options Regularly Scheduled Series RSS Live   05/06/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-06T04:00:00Z
4333,Orthopaedic Surgery 2005,"Orthopaedic Surgery 2005 Regularly Scheduled Series RSS Live All grand rounds for 2005  05/07/2005  2005  05  ",Regularly Scheduled Series,1,All grand rounds for 2005,M,2,Live,2005-05-07T04:00:00Z
4334,DJ Frank Lectureship and Thesis Presentations,"DJ Frank Lectureship and Thesis Presentations Regularly Scheduled Series RSS Live   05/07/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-07T04:00:00Z
4335,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Regularly Scheduled Series RSS Live This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research.  05/09/2005  2005  05  ",Regularly Scheduled Series,1,"This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research.",M,2,Live,2005-05-09T04:00:00Z
4337,Wet Prep Workshop,"Wet Prep Workshop Course  Live   11/08/2001  2001  11  ",Course,1,,S,1,Live,2001-11-08T05:00:00Z
4338,Wet Prep Workshop,"Wet Prep Workshop Course  Live   06/22/2004  2004  06  ",Course,1,,S,1,Live,2004-06-22T04:00:00Z
4339,Wet Prep Workshop,"Wet Prep Workshop Course  Live   11/08/2006  2006  11  ",Course,1,,S,1,Live,2006-11-08T05:00:00Z
4340,Wet Prep Workshop,"Wet Prep Workshop Course  Live   06/18/2008  2008  06  ",Course,1,,S,1,Live,2008-06-18T04:00:00Z
4341,Inhalational Anesthestics and the Developing Brain:  Neurotoxic or Neuroprotective?,"Inhalational Anesthestics and the Developing Brain:  Neurotoxic or Neuroprotective? Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4342,Tackling the Brunescent Lens with Grace and Style:  Vertical Chop and Circumferential Disassembly,"Tackling the Brunescent Lens with Grace and Style:  Vertical Chop and Circumferential Disassembly Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4343,Sounding Out New Treatments for Ischemic Stroke,"Sounding Out New Treatments for Ischemic Stroke Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4344,Managing a Clinical Research Business,"Managing a Clinical Research Business Regularly Scheduled Series RSS Live This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to manage research resources and how to comply with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research.  05/11/2005  2005  05  ",Regularly Scheduled Series,1,"This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to manage research resources and how to comply with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research.",M,2,Live,2005-05-11T04:00:00Z
4345,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4346,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4347,Neurologic CPC Case Presentation,"Neurologic CPC Case Presentation Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4348,The Medical and Legal Risk of VBAC,"The Medical and Legal Risk of VBAC Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4349,Refractive Cataract Surgery and IOL Style Considerations,"Refractive Cataract Surgery and IOL Style Considerations Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4350,Evidence Based Treatments in Child and Adolescent Psychiatry,"Evidence Based Treatments in Child and Adolescent Psychiatry Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4351,Angiogenesis:  When Should We Target?,"Angiogenesis:  When Should We Target? Regularly Scheduled Series RSS Live   05/11/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-11T04:00:00Z
4352,Congenital Renal Anomalies,"Congenital Renal Anomalies Regularly Scheduled Series RSS Live   05/13/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-13T04:00:00Z
4353,Amantadine for the Treatment of Impaired Consciousness Following TBI,"Amantadine for the Treatment of Impaired Consciousness Following TBI Regularly Scheduled Series RSS Live   05/13/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-13T04:00:00Z
4354,ISCD Bone Densitometry Course and Certification Exam,"ISCD Bone Densitometry Course and Certification Exam Regularly Scheduled Series RSS Live   05/14/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-14T04:00:00Z
4355,Diagnostic Blocks for Low Back Pain,"Diagnostic Blocks for Low Back Pain Regularly Scheduled Series RSS Live   05/16/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-16T04:00:00Z
4356,Discovery and Validation of Predictive and Prognostic Markers in Cancer,"Discovery and Validation of Predictive and Prognostic Markers in Cancer Regularly Scheduled Series RSS Live   05/16/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-16T04:00:00Z
4357,Perioperative Coagulopathy,"Perioperative Coagulopathy Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4358,The Role of Fiberoptic Endoscopy in the Evaluation and Treatment of Dysphagia,"The Role of Fiberoptic Endoscopy in the Evaluation and Treatment of Dysphagia Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4359,Emergency Medicine Morbidity and Mortality Conference,"Emergency Medicine Morbidity and Mortality Conference Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4360,Decision Support Tools for Patient-Centered Decision Making,"Decision Support Tools for Patient-Centered Decision Making Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4361,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4362,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4363,Epilepsy:  Recent Advances in Our Understanding of the Sacred Disease,"Epilepsy:  Recent Advances in Our Understanding of the Sacred Disease Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4364,"CNS Drug Development:  Myths, Controversies, and Realities:  What is the Impact on Prescribers?","CNS Drug Development:  Myths, Controversies, and Realities:  What is the Impact on Prescribers? Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4366,The Transplant Program at the University of Essen - Solutions for Organ Shortage,"The Transplant Program at the University of Essen - Solutions for Organ Shortage Regularly Scheduled Series RSS Live   05/18/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-18T04:00:00Z
4367,Responding To Spiritual Issues In Medical Practice With The Dying,"Responding To Spiritual Issues In Medical Practice With The Dying Course  Live Articulation of the major spiritual needs of dying patients.  Understand the nature of hope for dying patients and their families  10/31/2001  2001  10  ",Course,1,Articulation of the major spiritual needs of dying patients.  Understand the nature of hope for dying patients and their families,S,1,Live,2001-10-31T05:00:00Z
4369,The Eastern Great Lakes Burn Study Group 29th Anniversary Meeting,"The Eastern Great Lakes Burn Study Group 29th Anniversary Meeting Course  Live   10/18/2001  2001  10  ",Course,1,,S,1,Live,2001-10-18T04:00:00Z
4371,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  01/21/2002  2002  01  ",Course,1,Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research,S,1,Live,2002-01-21T05:00:00Z
4373,Association of Ohio Health Commissioners Fall Conference,"Association of Ohio Health Commissioners Fall Conference Course  Live   09/26/2001  2001  09  ",Course,1,,S,1,Live,2001-09-26T04:00:00Z
4375,Highland District Hospital - Health Care Forum,"Highland District Hospital - Health Care Forum Course  Live   11/10/2001  2001  11  ",Course,1,,S,1,Live,2001-11-10T05:00:00Z
4377,From Presentation to Intervention Redefining Early Aggressive Therapy of UA/NSTEMI,"From Presentation to Intervention Redefining Early Aggressive Therapy of UA/NSTEMI Regularly Scheduled Series RSS Live Until 1996, unfractionated heparin (UFH), in conjunction with aspirin, constituted the principal means of affecting the thrombotic process in unstable angina (UA)/non-ST-elevation myocardial  infarction (NSTEMI). [1].  This program will consider data from studies of antiplatelet and antithrombin agents, data that in many cases post-dates the ACC/AHA guidelines, and, given that data, seek to define what constitutes appropriate antithrombotic therapy of the high-risk UA/NSTEMMI patient.  The program will also explore the relationhsip among emergency physicians and cardiologists, and how that relationship can best be managed to improve patient care.  05/19/2005  2005  05  ",Regularly Scheduled Series,1,"Until 1996, unfractionated heparin (UFH), in conjunction with aspirin, constituted the principal means of affecting the thrombotic process in unstable angina (UA)/non-ST-elevation myocardial  infarction (NSTEMI). [1].  This program will consider data from studies of antiplatelet and antithrombin agents, data that in many cases post-dates the ACC/AHA guidelines, and, given that data, seek to define what constitutes appropriate antithrombotic therapy of the high-risk UA/NSTEMMI patient.  The program will also explore the relationhsip among emergency physicians and cardiologists, and how that relationship can best be managed to improve patient care.",M,2,Live,2005-05-19T04:00:00Z
4378,A Forum on Bioterrorism,"A Forum on Bioterrorism Course  Live This Forum will cover bioterrorism as a threat, with a focus on Anthrax, Smallpox and Plague.  The speakers will discuss the current state of affairs, and provide guidance as to diagnosis and treatment, with an emphasis on what can be done for a variety of scenarios.  Resources for health care providers will be identified  11/17/2001  2001  11  ",Course,1,"This Forum will cover bioterrorism as a threat, with a focus on Anthrax, Smallpox and Plague.  The speakers will discuss the current state of affairs, and provide guidance as to diagnosis and treatment, with an emphasis on what can be done for a variety of scenarios.  Resources for health care providers will be identified",S,1,Live,2001-11-17T05:00:00Z
4380,Ohio Medication Algorithm Project-Chief Clinical Officers Meeting,"Ohio Medication Algorithm Project-Chief Clinical Officers Meeting Course  Live   11/02/2001  2001  11  ",Course,1,,S,1,Live,2001-11-02T05:00:00Z
4381,Advanced Cardiac Life Support,"Advanced Cardiac Life Support Regularly Scheduled Series RSS Live   05/19/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-19T04:00:00Z
4383,EMG Practical - The Approach to Cervical Radiculopathy,"EMG Practical - The Approach to Cervical Radiculopathy Regularly Scheduled Series RSS Live   05/19/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-19T04:00:00Z
4384,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices  02/19/2002  2002  02  ",Course,1,"This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices",S,1,Live,2002-02-19T05:00:00Z
4386,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, unversities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  03/11/2002  2002  03  ",Course,1,"This course will be held in centers, hospitals, unversities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research",S,1,Live,2002-03-11T05:00:00Z
4388,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  04/06/2002  2002  04  ",Course,1,"This course will be held in centers, hospitals, universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research",S,1,Live,2002-04-06T05:00:00Z
4390,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research  05/06/2002  2002  05  ",Course,1,"This course will be held in centers, hospitals, universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research",S,1,Live,2002-05-06T04:00:00Z
4392,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, unversities around the country to train the clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  06/13/2002  2002  06  ",Course,1,"This course will be held in centers, hospitals, unversities around the country to train the clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research",S,1,Live,2002-06-13T04:00:00Z
4394,Advanced Cardiac Life Support,"Advanced Cardiac Life Support Regularly Scheduled Series RSS Live   05/20/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-20T04:00:00Z
4395,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, unversities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research  07/15/2002  2002  07  ",Course,1,"This course will be held in centers, hospitals, unversities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet FDA requirements for clinical research",S,1,Live,2002-07-15T04:00:00Z
4397,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, unversities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  09/09/2002  2002  09  ",Course,1,"This course will be held in centers, hospitals, unversities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research",S,1,Live,2002-09-09T04:00:00Z
4398,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   05/20/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-20T04:00:00Z
4400,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals, and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and mange clinical research properly on a daily basis and  how to meet the FDA requirements for clinical research  10/14/2002  2002  10  ",Course,1,"This course will be held in centers, hospitals, and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and mange clinical research properly on a daily basis and  how to meet the FDA requirements for clinical research",S,1,Live,2002-10-14T04:00:00Z
4402,ASCO Review,"ASCO Review Regularly Scheduled Series RSS Live   05/20/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-20T04:00:00Z
4403,Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study,"Good Clinical Practices for the Research Professional: Conducting a Clinical Research Study Course  Live This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  11/11/2002  2002  11  ",Course,1,"This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to conduct clinical research in compliance with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research",S,1,Live,2002-11-11T05:00:00Z
4405,ENT Update,"ENT Update Course  Live The forum has been developed to best serve the members of the primary care physicians and to provide them with the most current tools and resources for the evaluation, diagnosis and management of patients presenting with ENT problems  12/08/2001  2001  12  ",Course,1,"The forum has been developed to best serve the members of the primary care physicians and to provide them with the most current tools and resources for the evaluation, diagnosis and management of patients presenting with ENT problems",S,1,Live,2001-12-08T05:00:00Z
4406,Case Review,"Case Review Regularly Scheduled Series RSS Live   05/20/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-20T04:00:00Z
4408,Clinical Neuroscience III: Brain & Behavior,"Clinical Neuroscience III: Brain & Behavior Course  Live Conference will provide the most current information on new treatments for epilepsy and movement disorders.  These new epilepsy treatments are now used to treat many other brain and peripheral nerve disorders.  Practical uses of these new treatments for neurologic, psychiatric, migraine and headache disorders will be presented  03/02/2002  2002  03  ",Course,1,"Conference will provide the most current information on new treatments for epilepsy and movement disorders.  These new epilepsy treatments are now used to treat many other brain and peripheral nerve disorders.  Practical uses of these new treatments for neurologic, psychiatric, migraine and headache disorders will be presented",S,1,Live,2002-03-02T05:00:00Z
4409,Predictors of Quality of Life at 6-Month Follow-up for Patients with Early-Stage Breast Cancer,"Predictors of Quality of Life at 6-Month Follow-up for Patients with Early-Stage Breast Cancer Regularly Scheduled Series RSS Live   05/20/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-20T04:00:00Z
4410,Ohio Medication Algorithm Project Physician Training,"Ohio Medication Algorithm Project Physician Training Course  Live This conference will address current treatment algorithms for the treatment of schiziophrenia  11/19/2001  2001  11  ",Course,1,This conference will address current treatment algorithms for the treatment of schiziophrenia,M,1,Live,2001-11-19T05:00:00Z
4412,Ohio Medication Algorithm Project Physician Training,"Ohio Medication Algorithm Project Physician Training Course  Live Conference will discuss current treatment algorithms for the treatment of schiziophrenia  01/15/2002  2002  01  ",Course,1,Conference will discuss current treatment algorithms for the treatment of schiziophrenia,S,1,Live,2002-01-15T05:00:00Z
4413,Epilepsy,"Epilepsy Regularly Scheduled Series RSS Live   05/20/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-20T04:00:00Z
4415,Managing A Clinical Research Business,"Managing A Clinical Research Business Course  Live This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to manage research resources and how to comply with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research  10/24/2001  2001  10  ",Course,1,"This course will be held in centers, hospitals and universities around the country to train clinical research professionals how to manage research resources and how to comply with FDA Regulations and Good Clinical Practices.  Learners will gain knowledge on the key activities required to conduct and manage clinical research properly on a daily basis and how to meet the FDA requirements for clinical research",S,1,Live,2001-10-24T04:00:00Z
4417,PEXIS: Performance Experts in Safety,"PEXIS: Performance Experts in Safety Course  Live This program will explore patient safety through the application of human performance theory developed in high-risk industries, accident analysis, and human factors methodology  11/15/2001  2001  11  ",Course,1,"This program will explore patient safety through the application of human performance theory developed in high-risk industries, accident analysis, and human factors methodology",S,1,Live,2001-11-15T05:00:00Z
4419,PEXIS: Performance Experts in Safety,"PEXIS: Performance Experts in Safety Course  Live This program will explore patient safety through the application of human performance theory developed in high-risk industries, accident analysis, and human factors methodology  12/13/2001  2001  12  ",Course,1,"This program will explore patient safety through the application of human performance theory developed in high-risk industries, accident analysis, and human factors methodology",S,1,Live,2001-12-13T05:00:00Z
4420,Town Meeting/ Hot Topics on Human Subjects Research,"Town Meeting/ Hot Topics on Human Subjects Research Course  Live Researchers need more information on how to develop research protocols and conduct research that protects vulnerable subjects, that avoids conflicts of interest and that explains research studies thoroughly and in lay language  12/05/2001  2001  12  ",Course,1,"Researchers need more information on how to develop research protocols and conduct research that protects vulnerable subjects, that avoids conflicts of interest and that explains research studies thoroughly and in lay language",M,1,Live,2001-12-05T05:00:00Z
4421,ISCD Bone Densitometry Course and Certification Exam,"ISCD Bone Densitometry Course and Certification Exam Regularly Scheduled Series RSS Live   05/21/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-21T04:00:00Z
4423,Gait and Balance Disorders in the Elderly,"Gait and Balance Disorders in the Elderly Course  Live   08/28/2001  2001  08  ",Course,1,,S,1,Live,2001-08-28T04:00:00Z
4424,QA and Case Presentations,"QA and Case Presentations Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4425,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4426,Primary Aldosteronism:  Beyond Conn's Syndrome,"Primary Aldosteronism:  Beyond Conn's Syndrome Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4427,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4428,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4429,Intracerebral Hemorrhage:  Molecular Mechanisms and Experimental Treatments,"Intracerebral Hemorrhage:  Molecular Mechanisms and Experimental Treatments Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4430,Cannabinoids:  Role of Decidualization in Reproduction,"Cannabinoids:  Role of Decidualization in Reproduction Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4431,Clinical Pathologic Correlation and Two Unusual Cases of Uveal Melanoma,"Clinical Pathologic Correlation and Two Unusual Cases of Uveal Melanoma Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4432,How the Dutch Treat Otitis Media,"How the Dutch Treat Otitis Media Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
4433,Surgical Biodiversity,"Surgical Biodiversity Regularly Scheduled Series RSS Live   05/25/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-25T04:00:00Z
